ScreenPorch|Attr|size|count|sum|mean|geo_mean|median|mode|mode_cnt|mode_prct|var|sdev|neg_cnt|neg_perc|zero_cnt|zero_perc|pos_cnt|pos_perc|nan_cnt|nan_perc|nunique|minimum|maximum|range|quartile_1|quartile_3|iqr|skew|kurtosis
0|logSalePrice|2554|1235|14753.84|11.95|11.94|11.94||1319|51.64|0.11|0.34|0|0.0|0|0.0|1235|48.36|1319|51.64|547|10.47|12.61|2.14|11.74|12.18|0.44|-0.47|0.57
40|logSalePrice|1|1|11.7|11.7|11.7|11.7|11.7|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.7|11.7|0.0|11.7|11.7|0.0|0.0|-3.0
53|logSalePrice|1|1|12.01|12.01|12.01|12.01|12.01|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.01|12.01|0.0|12.01|12.01|0.0|0.0|-3.0
60|logSalePrice|1|1|11.87|11.87|11.87|11.87|11.87|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.87|11.87|0.0|11.87|11.87|0.0|0.0|-3.0
63|logSalePrice|1|1|11.71|11.71|11.71|11.71|11.71|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.71|11.71|0.0|11.71|11.71|0.0|0.0|-3.0
64|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
80|logSalePrice|1|1|11.93|11.93|11.93|11.93|11.93|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.93|11.93|0.0|11.93|11.93|0.0|0.0|-3.0
84|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
88|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
90|logSalePrice|3|3|36.2|12.07|12.07|12.1|11.74|1|33.33|0.1|0.32|0|0.0|0|0.0|3|100.0|0|0.0|3|11.74|12.37|0.63|11.92|12.23|0.32|-0.19|-1.5
92|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
94|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
95|logSalePrice|2|1|11.71|11.71|11.71|11.71||1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.71|11.71|0.0|11.71|11.71|0.0|0.0|-3.0
99|logSalePrice|1|1|11.8|11.8|11.8|11.8|11.8|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.8|11.8|0.0|11.8|11.8|0.0|0.0|-3.0
100|logSalePrice|5|2|23.99|12.0|11.99|12.0||3|60.0|0.01|0.11|0|0.0|0|0.0|2|40.0|3|60.0|2|11.92|12.07|0.15|11.96|12.03|0.08|0.0|-2.0
104|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
108|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
109|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
110|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
111|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
112|logSalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
113|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
115|logSalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
116|logSalePrice|2|1|12.04|12.04|12.04|12.04|12.04|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.04|12.04|0.0|12.04|12.04|0.0|0.0|-3.0
117|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
119|logSalePrice|1|1|12.1|12.1|12.1|12.1|12.1|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.1|12.1|0.0|12.1|12.1|0.0|0.0|-3.0
120|logSalePrice|8|4|46.99|11.75|11.74|11.78||4|50.0|0.08|0.27|0|0.0|0|0.0|4|50.0|4|50.0|4|11.39|12.05|0.66|11.66|11.86|0.2|-0.37|-0.98
121|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
122|logSalePrice|1|1|11.86|11.86|11.86|11.86|11.86|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.86|11.86|0.0|11.86|11.86|0.0|0.0|-3.0
123|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
126|logSalePrice|4|3|35.74|11.91|11.91|11.88|12.01|1|25.0|0.01|0.08|0|0.0|0|0.0|3|75.0|1|25.0|3|11.86|12.01|0.15|11.87|11.94|0.08|0.65|-1.5
128|logSalePrice|1|1|11.98|11.98|11.98|11.98|11.98|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.98|11.98|0.0|11.98|11.98|0.0|0.0|-3.0
130|logSalePrice|1|1|11.82|11.82|11.82|11.82|11.82|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.82|11.82|0.0|11.82|11.82|0.0|0.0|-3.0
135|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
138|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
140|logSalePrice|2|1|12.26|12.26|12.26|12.26|12.26|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.26|12.26|0.0|12.26|12.26|0.0|0.0|-3.0
141|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
142|logSalePrice|2|1|12.15|12.15|12.15|12.15|12.15|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.15|12.15|0.0|12.15|12.15|0.0|0.0|-3.0
143|logSalePrice|1|1|12.03|12.03|12.03|12.03|12.03|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.03|12.03|0.0|12.03|12.03|0.0|0.0|-3.0
144|logSalePrice|13|3|36.52|12.17|12.17|12.17||10|76.92|0.0|0.05|0|0.0|0|0.0|3|23.08|10|76.92|3|12.13|12.23|0.1|12.15|12.2|0.05|0.32|-1.5
145|logSalePrice|2|1|12.36|12.36|12.36|12.36|12.36|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.36|12.36|0.0|12.36|12.36|0.0|0.0|-3.0
147|logSalePrice|3|3|36.11|12.04|12.04|12.01|12.09|1|33.33|0.0|0.05|0|0.0|0|0.0|3|100.0|0|0.0|3|12.0|12.09|0.08|12.01|12.05|0.04|0.67|-1.5
148|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
150|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
152|logSalePrice|1|1|12.03|12.03|12.03|12.03|12.03|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.03|12.03|0.0|12.03|12.03|0.0|0.0|-3.0
153|logSalePrice|4|1|12.37|12.37|12.37|12.37||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.37|12.37|0.0|12.37|12.37|0.0|0.0|-3.0
154|logSalePrice|1|1|12.53|12.53|12.53|12.53|12.53|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.53|12.53|0.0|12.53|12.53|0.0|0.0|-3.0
155|logSalePrice|4|1|12.52|12.52|12.52|12.52||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.52|12.52|0.0|12.52|12.52|0.0|0.0|-3.0
156|logSalePrice|4|1|11.81|11.81|11.81|11.81||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|11.81|11.81|0.0|11.81|11.81|0.0|0.0|-3.0
160|logSalePrice|6|3|35.18|11.73|11.73|11.77||3|50.0|0.01|0.09|0|0.0|0|0.0|3|50.0|3|50.0|3|11.63|11.78|0.16|11.7|11.78|0.08|-0.68|-1.5
161|logSalePrice|3|1|12.57|12.57|12.57|12.57||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.57|12.57|0.0|12.57|12.57|0.0|0.0|-3.0
162|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
163|logSalePrice|1|1|12.08|12.08|12.08|12.08|12.08|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.08|12.08|0.0|12.08|12.08|0.0|0.0|-3.0
164|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
165|logSalePrice|2|1|11.76|11.76|11.76|11.76|11.76|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|11.76|11.76|0.0|11.76|11.76|0.0|0.0|-3.0
166|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
168|logSalePrice|9|2|23.75|11.88|11.88|11.88||7|77.78|0.04|0.19|0|0.0|0|0.0|2|22.22|7|77.78|2|11.74|12.01|0.27|11.81|11.94|0.14|-0.0|-2.0
170|logSalePrice|1|1|12.52|12.52|12.52|12.52|12.52|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.52|12.52|0.0|12.52|12.52|0.0|0.0|-3.0
171|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
174|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
175|logSalePrice|3|1|12.39|12.39|12.39|12.39||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.39|12.39|0.0|12.39|12.39|0.0|0.0|-3.0
176|logSalePrice|2|2|23.9|11.95|11.95|11.95|11.88|1|50.0|0.01|0.1|0|0.0|0|0.0|2|100.0|0|0.0|2|11.88|12.03|0.15|11.91|11.99|0.07|0.0|-2.0
178|logSalePrice|1|1|12.02|12.02|12.02|12.02|12.02|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.02|12.02|0.0|12.02|12.02|0.0|0.0|-3.0
180|logSalePrice|6|3|36.75|12.25|12.25|12.29||3|50.0|0.03|0.16|0|0.0|0|0.0|3|50.0|3|50.0|3|12.07|12.39|0.32|12.18|12.34|0.16|-0.44|-1.5
182|logSalePrice|3|1|12.0|12.0|12.0|12.0||2|66.67|||0|0.0|0|0.0|1|33.33|2|66.67|1|12.0|12.0|0.0|12.0|12.0|0.0|0.0|-3.0
184|logSalePrice|2|2|24.2|12.1|12.1|12.1|12.04|1|50.0|0.01|0.08|0|0.0|0|0.0|2|100.0|0|0.0|2|12.04|12.15|0.11|12.07|12.13|0.06|0.0|-2.0
185|logSalePrice|1|1|11.98|11.98|11.98|11.98|11.98|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.98|11.98|0.0|11.98|11.98|0.0|0.0|-3.0
189|logSalePrice|4|4|48.93|12.23|12.23|12.17|12.23|1|25.0|0.06|0.24|0|0.0|0|0.0|4|100.0|0|0.0|4|12.03|12.57|0.54|12.08|12.31|0.23|0.77|-0.99
190|logSalePrice|1|1|12.08|12.08|12.08|12.08|12.08|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.08|12.08|0.0|12.08|12.08|0.0|0.0|-3.0
192|logSalePrice|10|5|59.84|11.97|11.97|11.96||5|50.0|0.04|0.19|0|0.0|0|0.0|5|50.0|5|50.0|5|11.79|12.26|0.47|11.81|12.02|0.21|0.65|-0.85
195|logSalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
196|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
197|logSalePrice|1|1|11.99|11.99|11.99|11.99|11.99|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.99|11.99|0.0|11.99|11.99|0.0|0.0|-3.0
198|logSalePrice|2|2|24.77|12.39|12.39|12.39|12.39|1|50.0|0.0|0.0|0|0.0|0|0.0|2|100.0|0|0.0|2|12.38|12.39|0.0|12.38|12.39|0.0|0.0|-2.0
200|logSalePrice|7|2|24.31|12.15|12.15|12.15||5|71.43|0.19|0.43|0|0.0|0|0.0|2|28.57|5|71.43|2|11.85|12.46|0.61|12.0|12.31|0.3|-0.0|-2.0
201|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
204|logSalePrice|2|1|12.05|12.05|12.05|12.05|12.05|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.05|12.05|0.0|12.05|12.05|0.0|0.0|-3.0
208|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
210|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
216|logSalePrice|8|2|24.47|12.23|12.23|12.23||6|75.0|0.15|0.39|0|0.0|0|0.0|2|25.0|6|75.0|2|11.96|12.51|0.55|12.1|12.37|0.27|0.0|-2.0
217|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
220|logSalePrice|1|1|12.24|12.24|12.24|12.24|12.24|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.24|12.24|0.0|12.24|12.24|0.0|0.0|-3.0
221|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
222|logSalePrice|1|1|12.43|12.43|12.43|12.43|12.43|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.43|12.43|0.0|12.43|12.43|0.0|0.0|-3.0
224|logSalePrice|5|4|49.56|12.39|12.39|12.45|12.56|1|20.0|0.04|0.21|0|0.0|0|0.0|4|80.0|1|20.0|4|12.09|12.56|0.48|12.33|12.51|0.19|-0.87|-0.89
225|logSalePrice|4|1|12.13|12.13|12.13|12.13||3|75.0|||0|0.0|0|0.0|1|25.0|3|75.0|1|12.13|12.13|0.0|12.13|12.13|0.0|0.0|-3.0
227|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
228|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
231|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
233|logSalePrice|1|1|11.83|11.83|11.83|11.83|11.83|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.83|11.83|0.0|11.83|11.83|0.0|0.0|-3.0
234|logSalePrice|1|1|11.95|11.95|11.95|11.95|11.95|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.95|11.95|0.0|11.95|11.95|0.0|0.0|-3.0
240|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
252|logSalePrice|1|1|12.17|12.17|12.17|12.17|12.17|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.17|12.17|0.0|12.17|12.17|0.0|0.0|-3.0
255|logSalePrice|2|0|0.0|||||2|100.0|||0|0.0|0|0.0|0|0.0|2|100.0|0|||||||0.0|0.0
256|logSalePrice|3|0|0.0|||||3|100.0|||0|0.0|0|0.0|0|0.0|3|100.0|0|||||||0.0|0.0
259|logSalePrice|2|2|23.94|11.97|11.97|11.97|11.94|1|50.0|0.0|0.04|0|0.0|0|0.0|2|100.0|0|0.0|2|11.94|12.0|0.06|11.96|11.99|0.03|-0.0|-2.0
263|logSalePrice|1|1|12.14|12.14|12.14|12.14|12.14|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.14|12.14|0.0|12.14|12.14|0.0|0.0|-3.0
264|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
265|logSalePrice|1|1|11.82|11.82|11.82|11.82|11.82|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.82|11.82|0.0|11.82|11.82|0.0|0.0|-3.0
266|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
270|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
271|logSalePrice|1|1|11.69|11.69|11.69|11.69|11.69|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.69|11.69|0.0|11.69|11.69|0.0|0.0|-3.0
273|logSalePrice|1|1|12.22|12.22|12.22|12.22|12.22|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.22|12.22|0.0|12.22|12.22|0.0|0.0|-3.0
276|logSalePrice|1|1|12.15|12.15|12.15|12.15|12.15|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.15|12.15|0.0|12.15|12.15|0.0|0.0|-3.0
280|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
287|logSalePrice|1|1|11.95|11.95|11.95|11.95|11.95|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.95|11.95|0.0|11.95|11.95|0.0|0.0|-3.0
288|logSalePrice|4|2|23.92|11.96|11.96|11.96||2|50.0|0.0|0.06|0|0.0|0|0.0|2|50.0|2|50.0|2|11.92|12.0|0.08|11.94|11.98|0.04|-0.0|-2.0
291|logSalePrice|1|1|12.13|12.13|12.13|12.13|12.13|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.13|12.13|0.0|12.13|12.13|0.0|0.0|-3.0
312|logSalePrice|1|1|12.04|12.04|12.04|12.04|12.04|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.04|12.04|0.0|12.04|12.04|0.0|0.0|-3.0
322|logSalePrice|2|1|12.43|12.43|12.43|12.43|12.43|1|50.0|||0|0.0|0|0.0|1|50.0|1|50.0|1|12.43|12.43|0.0|12.43|12.43|0.0|0.0|-3.0
342|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
348|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
374|logSalePrice|1|1|12.54|12.54|12.54|12.54|12.54|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.54|12.54|0.0|12.54|12.54|0.0|0.0|-3.0
385|logSalePrice|1|1|11.98|11.98|11.98|11.98|11.98|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|11.98|11.98|0.0|11.98|11.98|0.0|0.0|-3.0
396|logSalePrice|1|1|12.52|12.52|12.52|12.52|12.52|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.52|12.52|0.0|12.52|12.52|0.0|0.0|-3.0
440|logSalePrice|1|1|12.43|12.43|12.43|12.43|12.43|1|100.0|||0|0.0|0|0.0|1|100.0|0|0.0|1|12.43|12.43|0.0|12.43|12.43|0.0|0.0|-3.0
490|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
576|logSalePrice|1|0|0.0|||||1|100.0|||0|0.0|0|0.0|0|0.0|1|100.0|0|||||||0.0|0.0
